pathway_id,pathway_name,entrez_id
hsa04151,PI3K-Akt signaling pathway,2885
hsa04151,PI3K-Akt signaling pathway,2932
hsa04151,PI3K-Akt signaling pathway,29941
hsa04151,PI3K-Akt signaling pathway,2997
hsa04151,PI3K-Akt signaling pathway,2998
hsa04151,PI3K-Akt signaling pathway,3082
hsa04151,PI3K-Akt signaling pathway,3164
hsa04151,PI3K-Akt signaling pathway,3265
hsa04151,PI3K-Akt signaling pathway,3320
hsa04151,PI3K-Akt signaling pathway,3326
hsa04151,PI3K-Akt signaling pathway,3371
hsa04151,PI3K-Akt signaling pathway,3381
hsa04151,PI3K-Akt signaling pathway,3439
hsa04151,PI3K-Akt signaling pathway,3440
hsa04151,PI3K-Akt signaling pathway,3441
hsa04151,PI3K-Akt signaling pathway,3442
hsa04151,PI3K-Akt signaling pathway,3443
hsa04151,PI3K-Akt signaling pathway,3444
hsa04151,PI3K-Akt signaling pathway,3445
hsa04151,PI3K-Akt signaling pathway,3446
hsa04151,PI3K-Akt signaling pathway,3447
hsa04151,PI3K-Akt signaling pathway,3448
hsa04151,PI3K-Akt signaling pathway,3449
hsa04151,PI3K-Akt signaling pathway,3451
hsa04151,PI3K-Akt signaling pathway,3452
hsa04151,PI3K-Akt signaling pathway,3454
hsa04151,PI3K-Akt signaling pathway,3455
hsa04151,PI3K-Akt signaling pathway,3456
hsa04151,PI3K-Akt signaling pathway,3479
hsa04151,PI3K-Akt signaling pathway,3480
hsa04151,PI3K-Akt signaling pathway,3481
hsa04151,PI3K-Akt signaling pathway,3551
hsa04151,PI3K-Akt signaling pathway,3558
hsa04151,PI3K-Akt signaling pathway,3559
hsa04151,PI3K-Akt signaling pathway,356
hsa04151,PI3K-Akt signaling pathway,3560
hsa04151,PI3K-Akt signaling pathway,3561
hsa04151,PI3K-Akt signaling pathway,3562
hsa04151,PI3K-Akt signaling pathway,3563
hsa04151,PI3K-Akt signaling pathway,3565
hsa04151,PI3K-Akt signaling pathway,3566
hsa04151,PI3K-Akt signaling pathway,3569
hsa04151,PI3K-Akt signaling pathway,3570
hsa04151,PI3K-Akt signaling pathway,3574
hsa04151,PI3K-Akt signaling pathway,3575
hsa04151,PI3K-Akt signaling pathway,3630
hsa04151,PI3K-Akt signaling pathway,3643
hsa04151,PI3K-Akt signaling pathway,3655
hsa04151,PI3K-Akt signaling pathway,3667
hsa04151,PI3K-Akt signaling pathway,3672
hsa04151,PI3K-Akt signaling pathway,3673
hsa04151,PI3K-Akt signaling pathway,3674
hsa04151,PI3K-Akt signaling pathway,3675
hsa04151,PI3K-Akt signaling pathway,3676
hsa04151,PI3K-Akt signaling pathway,3678
hsa04151,PI3K-Akt signaling pathway,3679
hsa04151,PI3K-Akt signaling pathway,3680
hsa04151,PI3K-Akt signaling pathway,3685
hsa04151,PI3K-Akt signaling pathway,3688
hsa04151,PI3K-Akt signaling pathway,3690
hsa04151,PI3K-Akt signaling pathway,3691
hsa04151,PI3K-Akt signaling pathway,3693
hsa04151,PI3K-Akt signaling pathway,3694
hsa04151,PI3K-Akt signaling pathway,3695
hsa04151,PI3K-Akt signaling pathway,3696
hsa04151,PI3K-Akt signaling pathway,3716
hsa04151,PI3K-Akt signaling pathway,3717
hsa04151,PI3K-Akt signaling pathway,3718
hsa04151,PI3K-Akt signaling pathway,374
hsa04151,PI3K-Akt signaling pathway,3791
hsa04151,PI3K-Akt signaling pathway,3815
hsa04151,PI3K-Akt signaling pathway,3845
hsa04151,PI3K-Akt signaling pathway,3908
hsa04151,PI3K-Akt signaling pathway,3909
hsa04151,PI3K-Akt signaling pathway,3910
hsa04151,PI3K-Akt signaling pathway,3911
hsa04151,PI3K-Akt signaling pathway,3912
hsa04151,PI3K-Akt signaling pathway,3913
hsa04151,PI3K-Akt signaling pathway,3914
hsa04151,PI3K-Akt signaling pathway,3915
hsa04151,PI3K-Akt signaling pathway,3918
hsa04151,PI3K-Akt signaling pathway,4170
hsa04151,PI3K-Akt signaling pathway,4193
hsa04151,PI3K-Akt signaling pathway,4233
hsa04151,PI3K-Akt signaling pathway,4254
hsa04151,PI3K-Akt signaling pathway,4515
hsa04151,PI3K-Akt signaling pathway,4602
hsa04151,PI3K-Akt signaling pathway,4609
hsa04151,PI3K-Akt signaling pathway,468
hsa04151,PI3K-Akt signaling pathway,4790
hsa04151,PI3K-Akt signaling pathway,4803
hsa04151,PI3K-Akt signaling pathway,4804
hsa04151,PI3K-Akt signaling pathway,4846
hsa04151,PI3K-Akt signaling pathway,4893
hsa04151,PI3K-Akt signaling pathway,4902
hsa04151,PI3K-Akt signaling pathway,4908
hsa04151,PI3K-Akt signaling pathway,4909
hsa04151,PI3K-Akt signaling pathway,4914
hsa04151,PI3K-Akt signaling pathway,4915
hsa04151,PI3K-Akt signaling pathway,5008
hsa04151,PI3K-Akt signaling pathway,5105
hsa04151,PI3K-Akt signaling pathway,5106
hsa04151,PI3K-Akt signaling pathway,51378
hsa04151,PI3K-Akt signaling pathway,5154
hsa04151,PI3K-Akt signaling pathway,5155
hsa04151,PI3K-Akt signaling pathway,5156
hsa04151,PI3K-Akt signaling pathway,5159
hsa04151,PI3K-Akt signaling pathway,5170
hsa04151,PI3K-Akt signaling pathway,51764
hsa04151,PI3K-Akt signaling pathway,5228
hsa04151,PI3K-Akt signaling pathway,5290
hsa04151,PI3K-Akt signaling pathway,5291
hsa04151,PI3K-Akt signaling pathway,5293
hsa04151,PI3K-Akt signaling pathway,5294
hsa04151,PI3K-Akt signaling pathway,5295
hsa04151,PI3K-Akt signaling pathway,5296
hsa04151,PI3K-Akt signaling pathway,54331
hsa04151,PI3K-Akt signaling pathway,54541
hsa04151,PI3K-Akt signaling pathway,55012
hsa04151,PI3K-Akt signaling pathway,5515
hsa04151,PI3K-Akt signaling pathway,5516
hsa04151,PI3K-Akt signaling pathway,5518
hsa04151,PI3K-Akt signaling pathway,5519
hsa04151,PI3K-Akt signaling pathway,5520
hsa04151,PI3K-Akt signaling pathway,5521
hsa04151,PI3K-Akt signaling pathway,5522
hsa04151,PI3K-Akt signaling pathway,5523
hsa04151,PI3K-Akt signaling pathway,5525
hsa04151,PI3K-Akt signaling pathway,5526
hsa04151,PI3K-Akt signaling pathway,5527
hsa04151,PI3K-Akt signaling pathway,5528
hsa04151,PI3K-Akt signaling pathway,5529
hsa04151,PI3K-Akt signaling pathway,5562
hsa04151,PI3K-Akt signaling pathway,5563
hsa04151,PI3K-Akt signaling pathway,5578
hsa04151,PI3K-Akt signaling pathway,55844
hsa04151,PI3K-Akt signaling pathway,5585
hsa04151,PI3K-Akt signaling pathway,5586
hsa04151,PI3K-Akt signaling pathway,5594
hsa04151,PI3K-Akt signaling pathway,5595
hsa04151,PI3K-Akt signaling pathway,55970
hsa04151,PI3K-Akt signaling pathway,56034
hsa04151,PI3K-Akt signaling pathway,5604
hsa04151,PI3K-Akt signaling pathway,5605
hsa04151,PI3K-Akt signaling pathway,5617
hsa04151,PI3K-Akt signaling pathway,5618
hsa04151,PI3K-Akt signaling pathway,5623
hsa04151,PI3K-Akt signaling pathway,5649
hsa04151,PI3K-Akt signaling pathway,57121
hsa04151,PI3K-Akt signaling pathway,572
hsa04151,PI3K-Akt signaling pathway,5728
hsa04151,PI3K-Akt signaling pathway,5747
hsa04151,PI3K-Akt signaling pathway,57521
hsa04151,PI3K-Akt signaling pathway,57818
hsa04151,PI3K-Akt signaling pathway,5879
hsa04151,PI3K-Akt signaling pathway,5894
hsa04151,PI3K-Akt signaling pathway,5934
hsa04151,PI3K-Akt signaling pathway,59345
hsa04151,PI3K-Akt signaling pathway,595
hsa04151,PI3K-Akt signaling pathway,596
hsa04151,PI3K-Akt signaling pathway,5970
hsa04151,PI3K-Akt signaling pathway,5979
hsa04151,PI3K-Akt signaling pathway,598
hsa04151,PI3K-Akt signaling pathway,6009
hsa04151,PI3K-Akt signaling pathway,6194
hsa04151,PI3K-Akt signaling pathway,6198
hsa04151,PI3K-Akt signaling pathway,6199
hsa04151,PI3K-Akt signaling pathway,6256
hsa04151,PI3K-Akt signaling pathway,627
hsa04151,PI3K-Akt signaling pathway,63923
hsa04151,PI3K-Akt signaling pathway,64223
hsa04151,PI3K-Akt signaling pathway,6446
hsa04151,PI3K-Akt signaling pathway,64764
hsa04151,PI3K-Akt signaling pathway,6654
hsa04151,PI3K-Akt signaling pathway,6655
hsa04151,PI3K-Akt signaling pathway,6696
hsa04151,PI3K-Akt signaling pathway,672
hsa04151,PI3K-Akt signaling pathway,6794
hsa04151,PI3K-Akt signaling pathway,6850
hsa04151,PI3K-Akt signaling pathway,7010
hsa04151,PI3K-Akt signaling pathway,7039
hsa04151,PI3K-Akt signaling pathway,7057
hsa04151,PI3K-Akt signaling pathway,7058
hsa04151,PI3K-Akt signaling pathway,7059
hsa04151,PI3K-Akt signaling pathway,7060
hsa04151,PI3K-Akt signaling pathway,7097
hsa04151,PI3K-Akt signaling pathway,7099
hsa04151,PI3K-Akt signaling pathway,7143
hsa04151,PI3K-Akt signaling pathway,7148
hsa04151,PI3K-Akt signaling pathway,7157
hsa04151,PI3K-Akt signaling pathway,7184
hsa04151,PI3K-Akt signaling pathway,7248
hsa04151,PI3K-Akt signaling pathway,7249
hsa04151,PI3K-Akt signaling pathway,7422
hsa04151,PI3K-Akt signaling pathway,7423
hsa04151,PI3K-Akt signaling pathway,7424
hsa04151,PI3K-Akt signaling pathway,7448
hsa04151,PI3K-Akt signaling pathway,7450
hsa04151,PI3K-Akt signaling pathway,7529
hsa04151,PI3K-Akt signaling pathway,7531
hsa04151,PI3K-Akt signaling pathway,7532
hsa04151,PI3K-Akt signaling pathway,7533
hsa04151,PI3K-Akt signaling pathway,7534
hsa04151,PI3K-Akt signaling pathway,80310
hsa04151,PI3K-Akt signaling pathway,8074
hsa04151,PI3K-Akt signaling pathway,8115
hsa04151,PI3K-Akt signaling pathway,842
hsa04151,PI3K-Akt signaling pathway,84699
hsa04151,PI3K-Akt signaling pathway,8503
hsa04151,PI3K-Akt signaling pathway,8515
hsa04151,PI3K-Akt signaling pathway,8516
hsa04151,PI3K-Akt signaling pathway,8517
hsa04151,PI3K-Akt signaling pathway,8817
hsa04151,PI3K-Akt signaling pathway,8822
hsa04151,PI3K-Akt signaling pathway,8823
hsa04151,PI3K-Akt signaling pathway,894
hsa04151,PI3K-Akt signaling pathway,896
hsa04151,PI3K-Akt signaling pathway,898
hsa04151,PI3K-Akt signaling pathway,9048
hsa04151,PI3K-Akt signaling pathway,90993
hsa04151,PI3K-Akt signaling pathway,9134
hsa04151,PI3K-Akt signaling pathway,9170
hsa04151,PI3K-Akt signaling pathway,9180
hsa04151,PI3K-Akt signaling pathway,9223
hsa04151,PI3K-Akt signaling pathway,92579
hsa04151,PI3K-Akt signaling pathway,930
hsa04151,PI3K-Akt signaling pathway,94235
hsa04151,PI3K-Akt signaling pathway,9470
hsa04151,PI3K-Akt signaling pathway,9586
hsa04151,PI3K-Akt signaling pathway,9623
hsa04151,PI3K-Akt signaling pathway,9863
hsa04151,PI3K-Akt signaling pathway,9965
hsa04210,Apoptosis,10000
hsa04210,Apoptosis,10018
hsa04210,Apoptosis,10038
hsa04210,Apoptosis,10039
hsa04210,Apoptosis,100506742
hsa04210,Apoptosis,10376
hsa04210,Apoptosis,1075
hsa04210,Apoptosis,10912
hsa04210,Apoptosis,110117499
hsa04210,Apoptosis,112714
hsa04210,Apoptosis,113457
hsa04210,Apoptosis,1147
hsa04210,Apoptosis,142
hsa04210,Apoptosis,143
hsa04210,Apoptosis,1439
hsa04210,Apoptosis,1508
hsa04210,Apoptosis,1509
hsa04210,Apoptosis,1512
hsa04210,Apoptosis,1513
hsa04210,Apoptosis,1514
hsa04210,Apoptosis,1515
hsa04210,Apoptosis,1519
hsa04210,Apoptosis,1520
hsa04210,Apoptosis,1521
hsa04210,Apoptosis,1522
hsa04210,Apoptosis,153090
hsa04210,Apoptosis,1616
hsa04210,Apoptosis,1647
hsa04210,Apoptosis,1649
hsa04210,Apoptosis,1676
hsa04210,Apoptosis,1677
hsa04210,Apoptosis,1965
hsa04210,Apoptosis,2021
hsa04210,Apoptosis,207
hsa04210,Apoptosis,208
hsa04210,Apoptosis,2081
hsa04210,Apoptosis,2353
hsa04210,Apoptosis,27113
hsa04210,Apoptosis,27429
hsa04210,Apoptosis,3002
hsa04210,Apoptosis,317
hsa04210,Apoptosis,3265
hsa04210,Apoptosis,329
hsa04210,Apoptosis,330
hsa04210,Apoptosis,331
hsa04210,Apoptosis,332
hsa04210,Apoptosis,355
hsa04210,Apoptosis,3551
hsa04210,Apoptosis,356
hsa04210,Apoptosis,3562
hsa04210,Apoptosis,3563
hsa04210,Apoptosis,3708
hsa04210,Apoptosis,3709
hsa04210,Apoptosis,3710
hsa04210,Apoptosis,3725
hsa04210,Apoptosis,3845
hsa04210,Apoptosis,4000
hsa04210,Apoptosis,4001
hsa04210,Apoptosis,4170
hsa04210,Apoptosis,4217
hsa04210,Apoptosis,4616
hsa04210,Apoptosis,468
hsa04210,Apoptosis,472
hsa04210,Apoptosis,4790
hsa04210,Apoptosis,4792
hsa04210,Apoptosis,4803
hsa04210,Apoptosis,4893
hsa04210,Apoptosis,4914
hsa04210,Apoptosis,5170
hsa04210,Apoptosis,51807
hsa04210,Apoptosis,5290
hsa04210,Apoptosis,5291
hsa04210,Apoptosis,5293
hsa04210,Apoptosis,5295
hsa04210,Apoptosis,5296
hsa04210,Apoptosis,5366
hsa04210,Apoptosis,5414
hsa04210,Apoptosis,54205
hsa04210,Apoptosis,55367
hsa04210,Apoptosis,5551
hsa04210,Apoptosis,5594
hsa04210,Apoptosis,5595
hsa04210,Apoptosis,5599
hsa04210,Apoptosis,5601
hsa04210,Apoptosis,5602
hsa04210,Apoptosis,5604
hsa04210,Apoptosis,5605
hsa04210,Apoptosis,56616
hsa04210,Apoptosis,572
hsa04210,Apoptosis,578
hsa04210,Apoptosis,5783
hsa04210,Apoptosis,581
hsa04210,Apoptosis,5894
hsa04210,Apoptosis,596
hsa04210,Apoptosis,597
hsa04210,Apoptosis,5970
hsa04210,Apoptosis,598
hsa04210,Apoptosis,60
hsa04210,Apoptosis,637
hsa04210,Apoptosis,63970
hsa04210,Apoptosis,6709
hsa04210,Apoptosis,71
hsa04210,Apoptosis,7124
hsa04210,Apoptosis,7132
hsa04210,Apoptosis,7157
hsa04210,Apoptosis,7185
hsa04210,Apoptosis,7186
hsa04210,Apoptosis,7277
hsa04210,Apoptosis,7278
hsa04210,Apoptosis,7846
hsa04210,Apoptosis,79861
hsa04210,Apoptosis,823
hsa04210,Apoptosis,824
hsa04210,Apoptosis,835
hsa04210,Apoptosis,836
hsa04210,Apoptosis,839
hsa04210,Apoptosis,840
hsa04210,Apoptosis,841
hsa04210,Apoptosis,842
hsa04210,Apoptosis,843
hsa04210,Apoptosis,84790
hsa04210,Apoptosis,84823
hsa04210,Apoptosis,8503
hsa04210,Apoptosis,8517
hsa04210,Apoptosis,8717
hsa04210,Apoptosis,8722
hsa04210,Apoptosis,8737
hsa04210,Apoptosis,8739
hsa04210,Apoptosis,8743
hsa04210,Apoptosis,8772
hsa04210,Apoptosis,8795
hsa04210,Apoptosis,8797
hsa04210,Apoptosis,8837
hsa04210,Apoptosis,8996
hsa04210,Apoptosis,9020
hsa04210,Apoptosis,9131
hsa04210,Apoptosis,9451
hsa04064,NF-kappa B signaling pathway,102723407
hsa04064,NF-kappa B signaling pathway,10454
hsa04064,NF-kappa B signaling pathway,10673
hsa04064,NF-kappa B signaling pathway,10848
hsa04064,NF-kappa B signaling pathway,10892
hsa04064,NF-kappa B signaling pathway,10912
hsa04064,NF-kappa B signaling pathway,10913
hsa04064,NF-kappa B signaling pathway,114609
hsa04064,NF-kappa B signaling pathway,1147
hsa04064,NF-kappa B signaling pathway,115650
hsa04064,NF-kappa B signaling pathway,128178
hsa04064,NF-kappa B signaling pathway,142
hsa04064,NF-kappa B signaling pathway,1457
hsa04064,NF-kappa B signaling pathway,1459
hsa04064,NF-kappa B signaling pathway,1460
hsa04064,NF-kappa B signaling pathway,148022
hsa04064,NF-kappa B signaling pathway,1540
hsa04064,NF-kappa B signaling pathway,1647
hsa04064,NF-kappa B signaling pathway,1896
hsa04064,NF-kappa B signaling pathway,23085
hsa04064,NF-kappa B signaling pathway,23118
hsa04064,NF-kappa B signaling pathway,23586
hsa04064,NF-kappa B signaling pathway,23643
hsa04064,NF-kappa B signaling pathway,257397
hsa04064,NF-kappa B signaling pathway,27040
hsa04064,NF-kappa B signaling pathway,283106
hsa04064,NF-kappa B signaling pathway,2919
hsa04064,NF-kappa B signaling pathway,2920
hsa04064,NF-kappa B signaling pathway,2921
hsa04064,NF-kappa B signaling pathway,29760
hsa04064,NF-kappa B signaling pathway,29775
hsa04064,NF-kappa B signaling pathway,329
hsa04064,NF-kappa B signaling pathway,330
hsa04064,NF-kappa B signaling pathway,331
hsa04064,NF-kappa B signaling pathway,3383
hsa04064,NF-kappa B signaling pathway,353376
hsa04064,NF-kappa B signaling pathway,3551
hsa04064,NF-kappa B signaling pathway,3553
hsa04064,NF-kappa B signaling pathway,3554
hsa04064,NF-kappa B signaling pathway,3576
hsa04064,NF-kappa B signaling pathway,3654
hsa04064,NF-kappa B signaling pathway,388372
hsa04064,NF-kappa B signaling pathway,3929
hsa04064,NF-kappa B signaling pathway,3932
hsa04064,NF-kappa B signaling pathway,4049
hsa04064,NF-kappa B signaling pathway,4050
hsa04064,NF-kappa B signaling pathway,4055
hsa04064,NF-kappa B signaling pathway,4067
hsa04064,NF-kappa B signaling pathway,4615
hsa04064,NF-kappa B signaling pathway,4616
hsa04064,NF-kappa B signaling pathway,472
hsa04064,NF-kappa B signaling pathway,4790
hsa04064,NF-kappa B signaling pathway,4791
hsa04064,NF-kappa B signaling pathway,4792
hsa04064,NF-kappa B signaling pathway,51135
hsa04064,NF-kappa B signaling pathway,51588
hsa04064,NF-kappa B signaling pathway,5328
hsa04064,NF-kappa B signaling pathway,5335
hsa04064,NF-kappa B signaling pathway,5336
hsa04064,NF-kappa B signaling pathway,55367
hsa04064,NF-kappa B signaling pathway,5579
hsa04064,NF-kappa B signaling pathway,5588
hsa04064,NF-kappa B signaling pathway,5743
hsa04064,NF-kappa B signaling pathway,596
hsa04064,NF-kappa B signaling pathway,597
hsa04064,NF-kappa B signaling pathway,5970
hsa04064,NF-kappa B signaling pathway,5971
hsa04064,NF-kappa B signaling pathway,598
hsa04064,NF-kappa B signaling pathway,60401
hsa04064,NF-kappa B signaling pathway,6351
hsa04064,NF-kappa B signaling pathway,6357
hsa04064,NF-kappa B signaling pathway,6363
hsa04064,NF-kappa B signaling pathway,6366
hsa04064,NF-kappa B signaling pathway,6387
hsa04064,NF-kappa B signaling pathway,6850
hsa04064,NF-kappa B signaling pathway,6885
hsa04064,NF-kappa B signaling pathway,695
hsa04064,NF-kappa B signaling pathway,7099
hsa04064,NF-kappa B signaling pathway,7124
hsa04064,NF-kappa B signaling pathway,7128
hsa04064,NF-kappa B signaling pathway,7132
hsa04064,NF-kappa B signaling pathway,7185
hsa04064,NF-kappa B signaling pathway,7186
hsa04064,NF-kappa B signaling pathway,7187
